fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,label
0.08830309901738526,0.007142857142856881,0.09208163265306102,-0.25765174964587373,0.17112966398680696,-0.1093998937865109,-0.047782362042289875,-0.2529570724841497,0.002395740905056111,-0.09575062901873078,0.4181632653061223,0.0
0.01422902494331129,-0.1453995157384991,0.012081632653061003,-0.08798593987723617,0.10547309833024131,-0.02761550716941052,0.04969056214543576,0.057387755102054544,0.18717834960070823,-0.013558848196812983,-0.12729128014842317,0.0
0.05126606198034819,0.26138014527845005,0.272081632653061,0.26162845600965334,-0.005638012780869842,0.13595326606479022,0.06774110366168125,0.22290499648136247,-0.08456078083407441,-0.05465473860777185,-0.3272912801484234,0.0
0.05126606198034819,-0.26404358353510926,-0.017918367346938968,0.14851791616389493,0.03981653267367566,0.21030270844397236,0.09301186178442493,0.1401463757917085,0.23065661047027347,-0.1094492591557171,-0.20001855287569595,0.0
0.08830309901738526,0.07493946731234838,0.142081632653061,0.3387492786317613,0.07011956297670592,0.15825809877854488,0.21575554409489425,0.27807741027446764,-0.16064773735581336,0.013838412077159645,-0.23638218923933252,0.0
-0.022808012093725776,-0.009806295399516017,-0.027918367346938977,0.462142594827134,-0.051092558235415274,0.061603823685608065,0.15438370293965958,0.2573877551020561,0.07848269742679508,0.09603019289907753,-0.16365491651205974,0.0
0.03274754346182974,-0.07760290556900756,0.022081632653061012,0.32332511410733966,0.024665017522160455,0.2697822623473181,0.1471634863331614,0.20911189303308808,-0.03021295474711759,0.00013978194017333129,-0.12729128014842317,0.0
0.14385865457294078,0.34612590799031445,0.03208163265306102,-0.3039242432191385,-0.04604205318491022,-0.23579394583112057,-0.13081485301701912,-0.27364672765656894,-0.17151730257320494,-0.13684651942968964,0.16361781076066767,0.0
-0.041326530612244394,0.5156174334140432,-0.037918367346938986,-0.08284455170242899,0.05496804782519079,-0.042485395645246955,-0.047782362042289875,0.050491203377917356,0.056743566992012925,-0.15054514956667597,-0.27274582560296873,0.0
-0.004289493575207326,-0.060653753026634706,0.0020816326530610496,-0.10855149257646499,-0.07129457843743549,0.009559214020180555,-0.004461062403300703,-0.10123293455311617,0.013265306122447668,-0.13684651942968964,0.01816326530612209,0.0
