age,balance,duration,campaign,pdays,previous,job_id,marital_id,education_id,default_id,housing_id,loan_id,poutcome_id,month_id,label
-0.08592634884384819,-0.01466533811269784,0.023019541674356207,-0.06771835321277415,0.5997418879056047,0.0805063913470993,-0.45132743362831856,-0.23008849557522124,-0.4845132743362832,0.011061946902654829,-0.48672566371681414,0.17920353982300885,0.37094395280235987,-0.2795655671761867,0.0
0.04310590922066795,-0.01742125442059265,-0.05377622131803042,-0.024240092343208935,-0.08984144542772861,-0.0306047197640118,0.3668543845534996,0.26991150442477874,0.18215339233038344,0.011061946902654829,0.5132743362831859,0.17920353982300885,0.03761061946902652,0.4477071600965406,0.0
0.04310590922066795,-0.01759949776388933,-0.0484799618013141,-0.024240092343208935,-0.08984144542772861,-0.0306047197640118,0.4577634754625905,-0.23008849557522124,0.18215339233038344,0.011061946902654829,0.5132743362831859,0.17920353982300885,0.03761061946902652,0.6295253419147224,0.0
-0.16657151013417076,-0.016530037704109254,-0.06304467547228398,0.01923816852635628,-0.08984144542772861,-0.0306047197640118,0.2759452936444087,-0.23008849557522124,0.18215339233038344,0.011061946902654829,0.5132743362831859,0.17920353982300885,0.03761061946902652,-0.3704746580852776,0.0
-0.15044247787610626,0.011344478982209884,-0.08621581085791788,0.0627164293959215,-0.08984144542772861,-0.0306047197640118,0.2759452936444087,0.26991150442477874,-0.4845132743362832,0.011061946902654829,-0.48672566371681414,0.17920353982300885,0.03761061946902652,-0.09774738535800485,0.0
0.107622038252926,0.06184218924079984,-0.014716307382247568,-0.024240092343208935,-0.08984144542772861,-0.0306047197640118,-0.3604183427192277,-0.23008849557522124,-0.4845132743362832,0.011061946902654829,0.5132743362831859,0.17920353982300885,0.03761061946902652,-0.3704746580852776,0.0
0.13988010276905505,-0.013554744973695455,0.14218538080047338,-0.06771835321277415,-0.08984144542772861,-0.0306047197640118,0.1850362027353178,0.7699115044247787,0.5154867256637168,0.011061946902654829,0.5132743362831859,0.17920353982300885,0.03761061946902652,-0.18865647626709575,0.0
-0.053668284327719154,-0.013061148023027729,0.0024965360470804695,-0.06771835321277415,-0.08984144542772861,-0.0306047197640118,-0.26950925181013674,-0.23008849557522124,0.18215339233038344,0.011061946902654829,-0.48672566371681414,0.17920353982300885,0.03761061946902652,0.17497988736926787,0.0
-0.11818441335997722,-0.012636106204397186,0.03328104448799407,0.01923816852635628,-0.08984144542772861,-0.0306047197640118,0.1850362027353178,-0.23008849557522124,0.5154867256637168,0.011061946902654829,-0.48672566371681414,0.17920353982300885,0.03761061946902652,0.4477071600965406,0.0
-0.005281187553525604,0.0026105551606726033,0.006468730684617709,-0.024240092343208935,-0.08984144542772861,-0.0306047197640118,0.09412711182622688,0.26991150442477874,-0.4845132743362832,0.011061946902654829,0.5132743362831859,0.17920353982300885,0.03761061946902652,0.6295253419147224,0.0
