fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,label
-0.13408308751229106,0.10424990487062548,-0.22834915611814346,0.09411398467432938,-0.03240586162121973,-0.01128716744913928,-0.06017986847271299,-0.1107542013377758,0.08532608695651944,-0.08397727272727228,0.10336716524216828,0.0
0.016359390363815143,-0.046435026636223856,0.05013185654008438,-0.019679118773946482,-0.015711370803189684,0.2281494522691706,0.042293629760502556,0.09188897046839098,0.015760869565215028,-0.07185606060606015,-0.09663283475783156,0.0
-0.01903883972468046,0.022058124048707675,0.012157172995780622,-0.057610153256705106,0.4684288629196818,0.0027973395931142403,0.03522649195131528,0.0037832435961456137,-0.1755434782608721,0.37662878787878834,-0.17355591168090848,0.0
-0.08098574237954766,-0.09438023211567592,0.2653217299578059,-0.036920498084291306,-0.009033574475977682,-0.025371674491392802,0.07409574990184531,0.033151819220224685,0.02445652173912789,-0.06579545454545409,-0.18894052706552408,0.0
0.007509832841691283,0.14877045281583093,-0.20303270042194094,-0.043817049808429244,0.004322018178446371,0.0027973395931142403,0.059961474283470755,-0.01824318812191369,-0.1059782608695677,0.0978409090909095,-0.12740206552706249,0.0
-0.08983529990167159,0.04260606925418707,-0.013159282700421932,-0.036920498084291306,-0.012372472639583671,0.01688184663536776,0.20483779937181,-0.0667013379016572,-0.027717391304350424,-0.08397727272727228,-0.08124821937321623,0.0
-0.045587512291052124,-0.01903776636225127,-0.12708333333333333,-0.06450670498084303,-0.009033574475977682,0.07321987480438184,0.1977706615626227,-0.054953907652020684,0.06793478260869334,-0.10821969696969655,-0.14278668091167782,0.0
-0.03673795476892818,0.13164716514459804,-0.12708333333333333,0.004458812260536284,0.014338712669264411,0.05913536776212833,-0.02837774833137023,0.07720468265635144,0.0766304347826062,-0.07791666666666622,-0.14278668091167782,0.0
-0.0013397246804325792,0.12822250761035145,-0.15239978902953585,-0.05071360153256717,0.0026525690966433878,-0.08170970266040689,0.02109221633294072,0.0037832435961456137,-0.07119565217391549,0.06753787878787924,-0.14278668091167782,0.0
-0.045587512291052124,0.04945538432268023,-0.013159282700421932,-0.036920498084291306,-0.012372472639583671,0.21406494522691705,0.30024415979583824,-0.03880119105877556,-0.08858695652174159,-0.08397727272727228,-0.08124821937321623,0.0
-0.08983529990167159,0.14534579528158434,-0.2410073839662447,-0.057610153256705106,0.010999814505658397,-0.08170970266040689,-0.0036427659992147553,-0.07257505302647138,-0.06250000000000225,-0.09609848484848442,-0.09663283475783156,0.0
0.14025319567354969,-0.01903776636225127,-0.038475738396624486,-0.016230842911877527,0.026024856241885434,-0.13804773082942098,-0.11318340204161759,0.07720468265635144,0.02445652173912789,-0.08397727272727228,-0.0658636039886009,0.0
-0.15178220255653885,0.056304699391173385,-0.3422732067510548,-0.06450670498084303,-0.03073641253941672,-0.16621674491392802,-0.1343848154691794,-0.2047336433348435,0.015760869565215028,-0.1748863636363632,-0.004325142450139306,0.0
-0.07213618485742379,0.056304699391173385,-0.013159282700421932,-0.043817049808429244,-0.024058616212204717,0.1154733959311424,0.14830069689831174,-0.04614333496479533,-0.01032608695652432,-0.07791666666666622,-0.09663283475783156,0.0
-0.11638397246804326,0.10767456240487205,-0.3422732067510548,-0.043817049808429244,-0.034075310703022735,0.3408255086071988,0.059961474283470755,0.08454682656237121,0.25054347826086726,0.0917803030303035,-0.08124821937321623,0.0
-0.11638397246804326,0.04260606925418707,-0.3422732067510548,-0.057610153256705106,-0.05911704693006781,-0.18030125195618155,-0.1343848154691794,-0.054953907652020684,0.08532608695651944,-0.11428030303030261,-0.019709757834754635,0.0
-0.08098574237954766,0.09740058980213233,-0.19037447257383966,-0.06450670498084303,0.16458913003153494,-0.15213223787167449,-0.0884484197094621,-0.054953907652020684,0.06793478260869334,-0.07185606060606015,-0.14278668091167782,0.0
