fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,label
-0.13060606589417872,-0.0965824169958382,-0.06854049592197838,-0.01312657967109443,-0.025917269383425135,-0.08802414994593297,-0.12203449960207344,-0.04726736392832668,0.24698275862068597,-0.057954881188538455,0.2716384432995723,0.0
0.05208624179812904,-0.10638633856446562,0.039893239017780684,-0.01312657967109443,-0.025917269383425135,-0.004400456566142026,0.05197942151161565,-0.009866168632393502,-0.125744514106587,0.15134744439285686,0.15873521749312083,0.0
0.03285547256735979,0.030868563396318667,0.10013420287320236,0.10650532216939637,0.030462552575031825,0.11406644238856181,0.13086573241648805,0.08074497461032733,-0.1621081504702234,-0.023071160258305936,-0.21223252444236318,0.0
0.20593239564428287,0.26616268104337754,-0.020347724837641024,0.026750720942402495,-0.05855821893832129,-0.07408686771596781,-0.15683728382481127,-0.019505651956088436,-0.2257445141065869,-0.15097813700249196,0.2071223142673145,0.0
0.0713170110288982,0.02106464182769121,-0.05046820676535186,-0.03153148764655456,0.02452783447414163,-0.0462123032560375,-0.06402985923084374,0.030619661327120514,-0.062108150470223084,0.00018465369518245266,-0.21223252444236318,0.0
0.10016316487505213,0.011260720259063748,-0.01432362845209885,0.01524765345773992,-0.03481934653476045,0.0060525051063318415,0.035738122207671336,-0.004082478638177825,-0.11665360501567769,-0.20911767188621286,0.04583199168666932,0.0
-0.07291375820187104,-0.1161902601330931,-0.03842001399426751,0.09576912585037796,0.05420142497859265,0.09664483960110536,0.05429960712646484,0.10387973458719217,0.428800940438868,-0.06958278816528266,-0.2606196212165566,0.0
0.02324008795197512,0.040672484964946125,-0.056492303150894034,0.10343783750681967,0.012658398272361206,0.05831731346870118,0.15174740295013073,0.0768891812808502,-0.08028996865204129,0.00018465369518245266,-0.276748653474621,0.0
0.05208624179812904,-0.057366730721328384,-0.0022754356810145014,-0.06680756126618645,-0.0021783969798643255,-0.014853418238615895,-0.08723171537933562,-0.017577755291349875,0.21061912225704957,0.06995209555564762,0.1426061852350564,0.0
-0.015221450509563295,0.14851562221984807,-0.0625163995364362,-0.020795291327536145,0.3301658166699873,0.04786435179622731,0.014856451674028647,0.013461381010944344,-0.016653605015677773,0.00018465369518245266,-0.17997445992623398,0.0
